,file_name,age,race,masked,skintone,emotion,gender,fold
104,92886520.jpg,Kid,Caucasian,unmasked,mid-light,Happiness,Female,4
105,42011962.jpg,20-30s,Caucasian,unmasked,mid-dark,Neutral,Female,2
106,45831087.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
107,86113842.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
108,62212715.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
109,60883320.jpg,20-30s,Negroid,unmasked,dark,Neutral,Male,4
110,74673594.jpg,20-30s,Negroid,masked,mid-dark,Happiness,Female,2
111,image_4382.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,1
112,76208608.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,4
113,77475682.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,3
114,75221141.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female,1
115,85977285.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,2
116,75266531.jpg,40-50s,Mongoloid,unmasked,mid-light,Happiness,Male,3
117,86886075.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,4
118,64714981.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,2
119,63535497.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
120,12469989.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
121,8522568.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
122,2452311.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
123,54191708.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,3
124,13787944.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
125,86588997.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
126,73687468.jpg,20-30s,Mongoloid,unmasked,light,Sadness,Female,4
127,10286029.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
128,18195938.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
129,7352249.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
130,image_3627.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
131,5304497.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
132,69732725.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,1
133,40077133.jpg,40-50s,Caucasian,unmasked,light,Happiness,Male,3
134,74802688_2.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,2
135,39726580.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
136,76243247.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,3
137,54972214.jpg,Baby,Mongoloid,unmasked,light,Surprise,Female,1
138,77026142.jpg,20-30s,Negroid,unmasked,dark,Happiness,Female,4
139,64912206.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
140,36522032.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,4
141,107686007.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,1
142,49600530.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female,2
143,36435392.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,3
144,70929917.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Male,4
145,61738673.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,2
146,image_3509.jpg,Kid,Caucasian,unmasked,light,Happiness,Male,1
147,46321284.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
148,95226316.jpg,20-30s,Negroid,unmasked,dark,Happiness,Male,2
149,85484964.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
150,57579484.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,1
151,49408911.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,4
152,image_9839.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,4
153,70204160.jpg,20-30s,Caucasian,unmasked,light,Surprise,Female,3
154,95045660.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,2
155,image_1394.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,1
156,75728496.jpg,Senior,Caucasian,unmasked,mid-dark,Happiness,Male,3
157,78919581.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,4
158,96497854.jpg,20-30s,Negroid,unmasked,mid-dark,Happiness,Female,1
159,68855402.jpg,20-30s,Mongoloid,unmasked,light,Surprise,Female,2
160,1268968.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,3
161,86359765.jpg,Kid,Caucasian,unmasked,mid-light,Neutral,Female,1
162,67479754.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,4
163,7583133.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
164,image_6873.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,1
165,1714320.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
166,77431888.jpg,Kid,Caucasian,unmasked,light,Neutral,Female,2
167,image_2407.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
168,76486092.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,4
169,62441689.jpg,Kid,Caucasian,unmasked,mid-light,Neutral,Male,1
170,97991077.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,3
171,69464848.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,2
172,55078684.jpg,Senior,Caucasian,unmasked,light,Happiness,Female,4
173,69780561.jpg,Kid,Caucasian,unmasked,light,Happiness,Female,2
174,image_3084.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,1
175,72412755.jpg,40-50s,Negroid,unmasked,mid-dark,Happiness,Female,3
176,79094552.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
177,image_7628.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,1
178,359286.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
179,68424003.jpg,20-30s,Mongoloid,masked,mid-dark,Neutral,Female,3
180,42646328.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
181,image_5307.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,1
182,69532806.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,3
183,69684962.jpg,20-30s,Negroid,masked,mid-light,Neutral,Female,4
184,41601510.jpg,20-30s,Caucasian,unmasked,light,Disgust,Female,3
185,54656222.jpg,40-50s,Mongoloid,unmasked,light,Neutral,Male,4
186,48832173.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,1
187,38109216.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,2
188,1120865.jpg,Senior,Mongoloid,unmasked,light,Happiness,Male,1
189,29647698.jpg,Teenager,Mongoloid,unmasked,mid-light,Fear,Male,3
190,11285438.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
191,85218079.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,2
192,64108228.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,3
193,60618538.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,1
194,87796049.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Male,2
195,6786696.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
196,73404210.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,2
197,83561783.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,4
198,91587504.jpg,Kid,Caucasian,unmasked,light,Happiness,Female,3
199,79754536.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,1
200,89566711.jpg,40-50s,Caucasian,unmasked,mid-light,Neutral,Male,3
201,81717593.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,2
202,67286693.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
203,61638444.jpg,Senior,Mongoloid,unmasked,light,Happiness,Male,1
204,50427086.jpg,20-30s,Caucasian,unmasked,light,Sadness,Male,4
205,84856822.jpg,Kid,Caucasian,unmasked,light,Happiness,Female,2
206,82629259.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,3
207,42589567.jpg,Kid,Mongoloid,masked,light,Neutral,Male,1
208,44630000.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
209,79040647.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,2
210,61464648.jpg,20-30s,Negroid,unmasked,mid-dark,Happiness,Male,1
211,46993452.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,3
212,74314691.jpg,Kid,Caucasian,unmasked,light,Happiness,Female,2
213,84802622.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,4
214,image_5364.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,3
215,75528493.jpg,20-30s,Caucasian,unmasked,mid-dark,Happiness,Female,1
216,83476259.jpg,Kid,Mongoloid,unmasked,light,Happiness,Female,1
217,43886515.jpg,Kid,Mongoloid,unmasked,light,Neutral,Female,3
218,91046998.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,2
219,3777186.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,4
220,83127335.jpg,20-30s,Caucasian,unmasked,dark,Sadness,Female,3
221,image_1019.jpg,Baby,Mongoloid,unmasked,light,Neutral,Female,4
222,77053725.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,2
223,104449006.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,1
224,67950993.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
225,10817186.jpg,20-30s,Mongoloid,masked,light,Neutral,Female,1
226,89553256.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,3
227,75274115.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,2
228,9349310.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
229,64335140.jpg,Kid,Negroid,unmasked,mid-light,Neutral,Female,1
230,36068482.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Female,2
231,69482913.jpg,40-50s,Mongoloid,unmasked,mid-light,Happiness,Male,3
232,83506253.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
233,38681201.jpg,20-30s,Mongoloid,unmasked,light,Sadness,Female,4
234,87128810.jpg,Kid,Mongoloid,unmasked,light,Neutral,Male,2
235,58660495.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
236,53917717.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
237,2321554.jpg,20-30s,Mongoloid,masked,light,Sadness,Female,3
238,67063430.jpg,Kid,Mongoloid,unmasked,mid-dark,Neutral,Male,1
239,77832360.jpg,20-30s,Negroid,unmasked,dark,Neutral,Male,2
240,83853746.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,3
241,image_6168.jpg,Teenager,Caucasian,unmasked,light,Happiness,Male,4
242,4028019.jpg,Senior,Mongoloid,unmasked,light,Happiness,Female,2
243,6813002.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
244,1176387.jpg,40-50s,Mongoloid,unmasked,light,Happiness,Female,2
245,41333457.jpg,Senior,Mongoloid,unmasked,light,Happiness,Female,1
246,84874474.jpg,Senior,Negroid,unmasked,mid-dark,Happiness,Female,3
247,83214586.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,4
248,48267763.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,4
249,82165909.jpg,20-30s,Negroid,unmasked,dark,Happiness,Male,3
250,76518605_4.jpg,20-30s,Negroid,unmasked,mid-dark,Happiness,Female,2
251,87281853.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
252,7782708.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,3
253,3258529.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
254,8368132.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
255,5419477.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,2
256,47335994.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,2
257,26592018.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
258,99049532.jpg,20-30s,Caucasian,masked,light,Surprise,Male,1
259,84039296.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,3
260,78646518.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,1
261,68194946.jpg,40-50s,Caucasian,unmasked,light,Neutral,Male,3
262,50072405.jpg,40-50s,Caucasian,unmasked,light,Disgust,Male,4
263,image_3137.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,2
264,9330876.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
265,7678181.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
266,70656371.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Male,2
267,38736700.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
268,94258135.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
269,61707818.jpg,Kid,Caucasian,unmasked,light,Happiness,Female,4
270,62221659.jpg,40-50s,Mongoloid,unmasked,mid-light,Sadness,Male,3
271,6393559.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,1
272,68324132.jpg,Kid,Caucasian,unmasked,mid-light,Happiness,Male,4
273,1097536.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,2
274,image_2651.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
275,93190538.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,3
276,47540406_8.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,1
277,75847051.jpg,Senior,Caucasian,unmasked,light,Happiness,Male,3
278,80730982.jpg,20-30s,Mongoloid,unmasked,mid-dark,Neutral,Female,4
279,77587977.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
280,81948557.jpg,Kid,Mongoloid,unmasked,mid-light,Neutral,Female,3
281,89879895.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,4
282,image_5239.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,2
283,65014252.jpg,Teenager,Caucasian,unmasked,light,Neutral,Female,1
284,70011900.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,1
285,106752326.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,3
286,65556682.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
287,42804006.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
288,44250465.jpg,Kid,Mongoloid,unmasked,mid-light,Happiness,Male,4
289,21271637.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,1
290,image_1010.jpg,40-50s,Caucasian,unmasked,light,Neutral,Female,2
291,78510623.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,3
292,54302725.jpg,20-30s,Mongoloid,unmasked,light,Surprise,Female,2
293,91328321.jpg,40-50s,Caucasian,unmasked,mid-light,Neutral,Female,3
294,74602521.jpg,40-50s,Caucasian,unmasked,light,Anger,Male,1
295,42932747.jpg,20-30s,Negroid,unmasked,dark,Neutral,Male,4
296,87096802.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,2
297,82198030.jpg,20-30s,Negroid,unmasked,mid-dark,Neutral,Male,1
298,84815994.jpg,Kid,Negroid,unmasked,mid-dark,Happiness,Male,4
299,image_1928.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,3
300,103996982.jpg,40-50s,Caucasian,unmasked,mid-dark,Happiness,Female,4
301,78108396.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
302,76053473.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Female,3
303,23730566.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
304,37904308.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,2
305,2404183.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
306,85955825.jpg,Teenager,Caucasian,unmasked,light,Happiness,Female,3
307,69980130.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,4
308,60512394.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,2
309,45162440.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,1
310,9417243.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,3
311,70766532.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,4
312,71768116.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,2
313,80746020.jpg,20-30s,Caucasian,unmasked,light,Happiness,Female,1
314,83583194.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,4
315,48454120.jpg,Senior,Mongoloid,unmasked,mid-dark,Happiness,Male,3
316,13147154.jpg,40-50s,Mongoloid,unmasked,mid-light,Happiness,Male,4
317,107157587.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,2
318,42509134.jpg,Kid,Mongoloid,unmasked,mid-light,Happiness,Male,3
319,69410936.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
320,66653531.jpg,20-30s,Mongoloid,unmasked,mid-light,Happiness,Female,1
321,39974573.jpg,20-30s,Mongoloid,unmasked,mid-light,Neutral,Male,3
322,94406728.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
323,1475335.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,2
324,67656879.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
325,58914835.jpg,20-30s,Caucasian,unmasked,light,Neutral,Male,2
326,74534221.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,4
327,82132999.jpg,Baby,Mongoloid,unmasked,light,Anger,Female,3
328,17605571.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,3
329,image_7924.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,2
330,9037848.jpg,40-50s,Mongoloid,unmasked,light,Neutral,Male,1
331,55712164.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Male,4
332,image_3830.jpg,20-30s,Caucasian,unmasked,light,Neutral,Female,3
333,image_2640.jpg,Senior,Caucasian,unmasked,mid-light,Neutral,Male,4
334,88821224.jpg,Teenager,Mongoloid,unmasked,light,Happiness,Female,2
335,68147983.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,1
336,68378705.jpg,Baby,Mongoloid,unmasked,light,Neutral,Female,1
337,103437212.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Male,4
338,59962412.jpg,20-30s,Negroid,unmasked,dark,Happiness,Male,3
339,100118748.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Female,2
340,60247980.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,2
341,6843189.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
342,70654145.jpg,20-30s,Mongoloid,masked,light,Neutral,Female,3
343,5351600.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,1
344,70213476.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Female,2
345,image_2544.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Male,1
346,image_5107.jpg,20-30s,Caucasian,unmasked,light,Happiness,Male,3
347,76934024.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
348,72688295.jpg,Kid,Caucasian,unmasked,light,Sadness,Male,3
349,84527759.jpg,20-30s,Caucasian,unmasked,mid-light,Neutral,Male,2
350,2878252.jpg,20-30s,Mongoloid,unmasked,light,Happiness,Female,4
351,72565630.jpg,20-30s,Mongoloid,unmasked,light,Neutral,Female,1
352,69879005.jpg,20-30s,Caucasian,unmasked,light,Sadness,Female,1
353,image_6481.jpg,20-30s,Caucasian,unmasked,mid-light,Happiness,Male,3
